Time@Axial Accel (Gs),Axial Accel (Gs),bILBA,Time@Lateral Accel (Gs),Lateral Accel (Gs),bILBA
113.949,-1.07,b1111,227.898,0.35,b1111
113.951,-1.07,b1111,227.902,0.35,b1111
113.954,-1.14,b1111,227.908,0.35,b1111
113.956,-1.22,b1111,227.913,0.35,b1111
113.959,-1.14,b1111,227.917,0.35,b1111
113.961,-1.14,b1111,227.923,0.35,b1111
113.964,-1.14,b1111,227.928,0.35,b1111
113.966,-1.14,b1111,227.932,0.35,b1111
113.969,-1.29,b1111,227.938,0.43,b1111
113.971,-1.36,b1111,227.943,0.43,b1111
113.974,-1.22,b1111,227.947,0.35,b1111
113.976,-1.22,b1111,227.952,0.43,b1111
113.979,-1.29,b1111,227.958,0.35,b1111
113.981,-1.22,b1111,227.962,0.43,b1111
113.984,-1.29,b1111,227.967,0.43,b1111
113.986,-1.36,b1111,227.973,0.52,b1111
113.989,-1.29,b1111,227.977,0.35,b1111
113.991,-1.22,b1111,227.982,0.43,b1111
113.994,-1.36,b1111,227.988,0.35,b1111
113.996,-1.29,b1111,227.992,0.43,b1111
113.999,-1.29,b1111,227.997,0.43,b1111
114.001,-1.36,b1111,228.003,0.43,b1111
114.004,-1.36,b1111,228.008,0.43,b1111
114.006,-1.29,b1111,228.012,0.35,b1111
114.009,-1.36,b1111,228.018,0.35,b1111
114.011,-1.36,b1111,228.023,0.43,b1111
114.014,-1.36,b1111,228.027,0.35,b1111
114.016,-1.36,b1111,228.033,0.35,b1111
114.019,-1.36,b1111,228.038,0.35,b1111
114.021,-1.36,b1111,228.042,0.35,b1111
114.024,-1.36,b1111,228.048,0.35,b1111
114.026,-1.36,b1111,228.053,0.35,b1111
114.029,-1.36,b1111,228.057,0.35,b1111
114.031,-1.22,b1111,228.063,0.35,b1111
114.034,-1.22,b1111,228.068,0.35,b1111
114.036,-1.22,b1111,228.072,0.43,b1111
114.039,-1.22,b1111,228.077,0.35,b1111
114.041,-1.29,b1111,228.083,0.35,b1111
114.044,-1.22,b1111,228.087,0.35,b1111
114.046,-1.14,b1111,228.092,0.35,b1111
114.049,-1.22,b1111,228.098,0.35,b1111
114.051,-1.14,b1111,228.102,0.43,b1111
114.054,-1.22,b1111,228.107,0.35,b1111
114.056,-1.14,b1111,228.113,0.35,b1111
114.059,-1.22,b1111,228.117,0.35,b1111
114.061,-1.14,b1111,228.122,0.35,b1111
114.064,-1.14,b1111,228.128,0.35,b1111
114.066,-1.14,b1111,228.133,0.35,b1111
114.069,-1.14,b1111,228.137,0.35,b1111
114.071,-1.14,b1111,228.143,0.35,b1111
114.074,-1.07,b1111,228.148,0.35,b1111
114.076,-1.14,b1111,228.152,0.43,b1111
114.079,-1.07,b1111,228.158,0.43,b1111
114.081,-1.07,b1111,228.163,0.35,b1111
114.084,-1.07,b1111,228.167,0.35,b1111
114.086,-1.07,b1111,228.173,0.35,b1111
114.089,-1.07,b1111,228.178,0.35,b1111
114.091,-1.07,b1111,228.182,0.35,b1111
114.094,-1.07,b1111,228.188,0.35,b1111
114.096,-1.07,b1111,228.193,0.43,b1111
114.099,-1,b1111,228.197,0.35,b1111
114.101,-1,b1111,228.202,0.35,b1111
114.104,-0.93,b1111,228.208,0.35,b1111
114.106,-0.86,b1111,228.212,0.43,b1111
114.109,-0.65,b1111,228.217,0.52,b1111
114.111,-0.51,b1111,228.223,0.43,b1111
114.114,-0.93,b1111,228.227,0.43,b1111
114.116,-0.79,b1111,228.232,0.52,b1111
114.119,-0.86,b1111,228.238,0.43,b1111
114.121,-0.37,b1111,228.242,0.43,b1111
114.124,-0.72,b1111,228.247,0.43,b1111
114.126,-0.23,b1111,228.253,0.43,b1111
114.129,-0.37,b1111,228.258,0.52,b1111
114.131,-0.23,b1111,228.262,0.52,b1111
114.134,-0.16,b1111,228.268,0.43,b1111
114.136,-0.23,b1111,228.273,0.52,b1111
114.139,-0.23,b1111,228.277,0.52,b1111
114.141,-0.02,b1111,228.283,0.52,b1111
114.144,-0.09,b1111,228.288,0.52,b1111
114.146,-0.02,b1111,228.292,0.35,b1111
114.149,0.05,b1111,228.298,0.43,b1111
114.151,0.05,b1111,228.303,0.52,b1111
114.154,0.12,b1111,228.307,0.43,b1111
114.156,0.19,b1111,228.313,0.43,b1111
114.159,0.05,b1111,228.318,0.43,b1111
114.161,0.05,b1111,228.322,0.35,b1111
114.164,0.19,b1111,228.327,0.35,b1111
114.166,0.12,b1111,228.333,0.43,b1111
114.169,0.19,b1111,228.337,0.35,b1111
114.171,0.19,b1111,228.342,0.35,b1111
114.174,0.19,b1111,228.348,0.35,b1111
114.176,0.19,b1111,228.352,0.35,b1111
114.179,0.26,b1111,228.357,0.35,b1111
114.181,0.33,b1111,228.363,0.35,b1111
114.184,0.33,b1111,228.367,0.26,b1111
114.186,0.33,b1111,228.372,0.35,b1111
114.189,0.33,b1111,228.378,0.35,b1111
114.191,0.33,b1111,228.383,0.35,b1111
114.194,0.4,b1111,228.387,0.35,b1111
114.196,0.4,b1111,228.393,0.35,b1111
114.199,0.47,b1111,228.398,0.35,b1111
114.201,0.47,b1111,228.402,0.43,b1111
114.204,0.47,b1111,228.408,0.35,b1111
114.206,0.47,b1111,228.413,0.43,b1111
114.209,0.47,b1111,228.417,0.43,b1111
114.211,0.54,b1111,228.423,0.43,b1111
114.214,0.54,b1111,228.428,0.43,b1111
114.216,0.54,b1111,228.432,0.35,b1111
114.219,0.61,b1111,228.438,0.43,b1111
114.221,0.61,b1111,228.443,0.43,b1111
114.224,0.61,b1111,228.447,0.35,b1111
114.226,0.82,b1111,228.452,0.43,b1111
114.229,0.75,b1111,228.458,0.43,b1111
114.231,0.68,b1111,228.462,0.35,b1111
114.234,0.82,b1111,228.467,0.35,b1111
114.236,0.82,b1111,228.473,0.35,b1111
114.239,0.82,b1111,228.477,0.43,b1111
114.241,0.89,b1111,228.482,0.43,b1111
114.244,0.82,b1111,228.488,0.35,b1111
114.246,0.89,b1111,228.492,0.43,b1111
114.249,0.89,b1111,228.497,0.52,b1111
114.251,0.89,b1111,228.503,0.35,b1111
114.254,0.89,b1111,228.508,0.43,b1111
114.256,0.89,b1111,228.512,0.43,b1111
114.259,0.89,b1111,228.518,0.35,b1111
114.261,0.89,b1111,228.523,0.35,b1111
114.264,1.03,b1111,228.527,0.35,b1111
114.266,1.03,b1111,228.533,0.35,b1111
114.269,1.03,b1111,228.538,0.35,b1111
114.271,0.89,b1111,228.542,0.35,b1111
114.274,0.89,b1111,228.548,0.43,b1111
114.276,0.89,b1111,228.553,0.35,b1111
114.279,0.89,b1111,228.557,0.35,b1111
114.281,0.89,b1111,228.563,0.26,b1111
114.284,0.89,b1111,228.568,0.35,b1111
114.286,0.89,b1111,228.572,0.35,b1111
114.289,0.89,b1111,228.577,0.35,b1111
114.291,0.89,b1111,228.583,0.35,b1111
114.294,0.82,b1111,228.587,0.26,b1111
114.296,0.89,b1111,228.592,0.35,b1111
114.299,0.89,b1111,228.598,0.35,b1111
114.301,0.89,b1111,228.602,0.35,b1111
114.304,0.89,b1111,228.607,0.35,b1111
114.306,0.89,b1111,228.613,0.35,b1111
114.309,0.89,b1111,228.617,0.35,b1111
114.311,0.89,b1111,228.622,0.35,b1111
114.314,0.89,b1111,228.628,0.35,b1111
114.316,0.89,b1111,228.633,0.35,b1111
114.319,0.89,b1111,228.637,0.43,b1111
114.321,0.89,b1111,228.643,0.43,b1111
114.324,0.89,b1111,228.648,0.43,b1111
114.326,0.89,b1111,228.652,0.43,b1111
114.329,0.89,b1111,228.658,0.43,b1111
114.331,0.82,b1111,228.663,0.35,b1111
114.334,0.89,b1111,228.667,0.43,b1111
114.336,0.89,b1111,228.673,0.43,b1111
114.339,0.82,b1111,228.678,0.43,b1111
114.341,0.89,b1111,228.682,0.43,b1111
114.344,0.89,b1111,228.688,0.52,b1111
114.346,0.82,b1111,228.693,0.43,b1111
114.349,0.89,b1111,228.697,0.52,b1111
114.351,0.89,b1111,228.702,0.43,b1111
114.354,0.89,b1111,228.708,0.52,b1111
114.356,0.89,b1111,228.712,0.52,b1111
114.359,0.89,b1111,228.717,0.43,b1111
114.361,0.82,b1111,228.723,0.43,b1111
114.364,0.82,b1111,228.727,0.43,b1111
114.366,0.82,b1111,228.732,0.43,b1111
114.369,0.75,b1111,228.738,0.52,b1111
114.371,0.61,b1111,228.742,0.43,b1111
114.374,0.68,b1111,228.747,0.35,b1111
114.376,0.61,b1111,228.753,0.35,b1111
114.379,0.61,b1111,228.758,0.43,b1111
114.381,0.61,b1111,228.762,0.35,b1111
114.384,0.61,b1111,228.768,0.35,b1111
114.386,0.75,b1111,228.773,0.35,b1111
114.389,0.75,b1111,228.777,0.26,b1111
114.391,0.61,b1111,228.783,0.26,b1111
114.394,0.75,b1111,228.788,0.26,b1111
114.396,0.61,b1111,228.792,0.35,b1111
114.399,0.61,b1111,228.798,0.26,b1111
114.401,0.61,b1111,228.803,0.35,b1111
114.404,0.61,b1111,228.807,0.17,b1111
114.406,0.61,b1111,228.813,0.26,b1111
114.409,0.61,b1111,228.818,0.35,b1111
114.411,0.61,b1111,228.822,0.26,b1111
114.414,0.61,b1111,228.827,0.26,b1111
114.416,0.54,b1111,228.833,0.17,b1111
114.419,0.47,b1111,228.837,0.26,b1111
114.421,0.47,b1111,228.842,0.35,b1111
114.424,0.4,b1111,228.848,0.35,b1111
114.426,0.33,b1111,228.852,0.35,b1111
114.429,0.33,b1111,228.857,0.35,b1111
114.431,0.26,b1111,228.863,0.35,b1111
114.434,0.26,b1111,228.867,0.35,b1111
114.436,0.26,b1111,228.872,0.35,b1111
114.439,0.26,b1111,228.878,0.35,b1111
114.441,0.19,b1111,228.883,0.35,b1111
114.444,0.19,b1111,228.887,0.43,b1111
114.446,0.12,b1111,228.893,0.43,b1111
114.449,0.12,b1111,228.898,0.43,b1111
114.451,0.05,b1111,228.902,0.35,b1111
114.454,0.19,b1111,228.908,0.35,b1111
114.456,0.05,b1111,228.913,0.35,b1111
114.459,0.05,b1111,228.917,0.35,b1111
114.461,0.12,b1111,228.923,0.35,b1111
114.464,0.05,b1111,228.928,0.35,b1111
114.466,-0.02,b1111,228.932,0.35,b1111
114.469,-0.09,b1111,228.938,0.35,b1111
114.471,-0.16,b1111,228.943,0.35,b1111
114.474,-0.09,b1111,228.947,0.35,b1111
114.476,-0.09,b1111,228.952,0.35,b1111
114.479,-0.02,b1111,228.958,0.35,b1111
114.481,-0.23,b1111,228.962,0.35,b1111
114.484,-0.23,b1111,228.967,0.35,b1111
114.486,-0.23,b1111,228.973,0.17,b1111
114.489,-0.23,b1111,228.977,0.35,b1111
114.491,-0.65,b1111,228.982,0.35,b1111
114.494,-0.93,b1111,228.988,0.35,b1111
114.496,-0.93,b1111,228.992,0.35,b1111
114.499,-0.93,b1111,228.997,0.17,b1111
114.501,-0.93,b1111,229.003,0.17,b1111
114.504,-0.93,b1111,229.008,0.35,b1111
114.506,-0.93,b1111,229.012,0.17,b1111
114.509,-0.93,b1111,229.018,0.17,b1111
114.511,-0.93,b1111,229.023,0.17,b1111
114.514,-0.93,b1111,229.027,0.17,b1111
114.516,-1.07,b1111,229.033,0.17,b1111
114.519,-1.07,b1111,229.038,0.17,b1111
114.521,-1.07,b1111,229.042,0.17,b1111
114.524,-1.07,b1111,229.048,0.17,b1111
114.526,-1.07,b1111,229.053,0.17,b1111
114.529,-1.14,b1111,229.057,0.26,b1111
114.531,-1.14,b1111,229.063,0.17,b1111
114.534,-1.07,b1111,229.068,0.26,b1111
114.536,-1.14,b1111,229.072,0.35,b1111
114.539,-1.07,b1111,229.077,0.17,b1111
114.541,-1.07,b1111,229.083,0.35,b1111
114.544,-1.07,b1111,229.087,0.17,b1111
114.546,-1.07,b1111,229.092,0.26,b1111
114.549,-1.14,b1111,229.098,0.17,b1111
114.551,-1.22,b1111,229.102,0.35,b1111
114.554,-1.07,b1111,229.107,0.35,b1111
114.556,-1.14,b1111,229.113,0.17,b1111
114.559,-1.14,b1111,229.117,0.26,b1111
114.561,-1.14,b1111,229.122,0.35,b1111
114.564,-1.22,b1111,229.128,0.26,b1111
114.566,-1.14,b1111,229.133,0.26,b1111
114.569,-1.14,b1111,229.137,0.35,b1111
114.571,-1.22,b1111,229.143,0.26,b1111
114.574,-1.29,b1111,229.148,0.17,b1111
114.576,-1.22,b1111,229.152,0.17,b1111
114.579,-1.22,b1111,229.158,0.35,b1111
114.581,-1.29,b1111,229.163,0.35,b1111
114.584,-1.36,b1111,229.167,0.26,b1111
114.586,-1.36,b1111,229.173,0.26,b1111
114.589,-1.36,b1111,229.178,0.35,b1111
114.591,-1.36,b1111,229.182,0.26,b1111
114.594,-1.36,b1111,229.188,0.26,b1111
114.596,-1.22,b1111,229.193,0.26,b1111
114.599,-1.14,b1111,229.197,0.26,b1111
114.601,-1.14,b1111,229.202,0.17,b1111
114.604,-1.07,b1111,229.208,0.17,b1111
114.606,-1.14,b1111,229.212,0.17,b1111
114.609,-1.14,b1111,229.217,0.17,b1111
114.611,-1.29,b1111,229.223,0.17,b1111
114.614,-1.22,b1111,229.227,0.08,b1111
114.616,-1.29,b1111,229.232,0.17,b1111
114.619,-1.29,b1111,229.238,0.17,b1111
114.621,-1.14,b1111,229.242,0.17,b1111
114.624,-1.14,b1111,229.247,0.17,b1111
114.626,-1.07,b1111,229.253,0.17,b1111
114.629,-1.07,b1111,229.258,0.17,b1111
114.631,-1.07,b1111,229.262,0.26,b1111
114.634,-1.07,b1111,229.268,0.26,b1111
114.636,-1.07,b1111,229.273,0.35,b1111
114.639,-1.07,b1111,229.277,0.35,b1111
114.641,-1,b1111,229.283,0.35,b1111
114.644,-1.14,b1111,229.288,0.35,b1111
114.646,-1.07,b1111,229.292,0.35,b1111
114.649,-1.07,b1111,229.298,0.35,b1111
114.651,-1,b1111,229.303,0.35,b1111
114.654,-1.07,b1111,229.307,0.35,b1111
114.656,-1,b1111,229.313,0.35,b1111
114.659,-0.93,b1111,229.318,0.35,b1111
114.661,-0.93,b1111,229.322,0.35,b1111
114.664,-1,b1111,229.327,0.35,b1111
114.666,-0.93,b1111,229.333,0.26,b1111
114.669,-0.86,b1111,229.337,0.35,b1111
114.671,-0.86,b1111,229.342,0.35,b1111
114.674,-0.86,b1111,229.348,0.26,b1111
114.676,-0.65,b1111,229.352,0.35,b1111
114.679,-0.23,b1111,229.357,0.26,b1111
114.681,-0.51,b1111,229.363,0.26,b1111
114.684,-0.23,b1111,229.367,0.35,b1111
114.686,-0.23,b1111,229.372,0.17,b1111
114.689,-0.23,b1111,229.378,0.17,b1111
114.691,-0.23,b1111,229.383,0.26,b1111
114.694,-0.23,b1111,229.387,0.26,b1111
114.696,-0.16,b1111,229.393,0.17,b1111
114.699,-0.16,b1111,229.398,0.17,b1111
114.701,-0.16,b1111,229.402,0.17,b1111
114.704,-0.02,b1111,229.408,0.26,b1111
114.706,-0.02,b1111,229.413,0.17,b1111
114.709,0.05,b1111,229.417,0.17,b1111
114.711,-0.02,b1111,229.423,0.26,b1111
114.714,0.05,b1111,229.428,0.17,b1111
114.716,0.05,b1111,229.432,0.26,b1111
114.719,0.05,b1111,229.438,0.17,b1111
114.721,0.05,b1111,229.443,0.26,b1111
114.724,0.19,b1111,229.447,0.17,b1111
114.726,0.19,b1111,229.452,0.26,b1111
114.729,0.12,b1111,229.458,0.26,b1111
114.731,0.12,b1111,229.462,0.26,b1111
114.734,0.26,b1111,229.467,0.26,b1111
114.736,0.19,b1111,229.473,0.17,b1111
114.739,0.19,b1111,229.477,0.35,b1111
114.741,0.26,b1111,229.482,0.35,b1111
114.744,0.33,b1111,229.488,0.26,b1111
114.746,0.33,b1111,229.492,0.35,b1111
114.749,0.33,b1111,229.497,0.26,b1111
114.751,0.33,b1111,229.503,0.26,b1111
114.754,0.33,b1111,229.508,0.35,b1111
114.756,0.4,b1111,229.512,0.35,b1111
114.759,0.4,b1111,229.518,0.35,b1111
114.761,0.4,b1111,229.523,0.35,b1111
114.764,0.47,b1111,229.527,0.35,b1111
114.766,0.54,b1111,229.533,0.35,b1111
114.769,0.61,b1111,229.538,0.35,b1111
114.771,0.54,b1111,229.542,0.35,b1111
114.774,0.61,b1111,229.548,0.26,b1111
114.776,0.61,b1111,229.553,0.35,b1111
114.779,0.54,b1111,229.557,0.17,b1111
114.781,0.75,b1111,229.563,0.17,b1111
114.784,0.61,b1111,229.568,0.17,b1111
114.786,0.61,b1111,229.572,0.17,b1111
114.789,0.68,b1111,229.577,0.17,b1111
114.791,0.61,b1111,229.583,0.17,b1111
114.794,0.68,b1111,229.587,0.17,b1111
114.796,0.82,b1111,229.592,0.17,b1111
114.799,0.82,b1111,229.598,0.17,b1111
114.801,0.82,b1111,229.602,0.26,b1111
114.804,0.89,b1111,229.607,0.17,b1111
114.806,0.82,b1111,229.613,0.17,b1111
114.809,0.82,b1111,229.617,0.17,b1111
114.811,0.82,b1111,229.622,0.17,b1111
114.814,0.82,b1111,229.628,0.17,b1111
114.816,0.89,b1111,229.633,0.26,b1111
114.819,0.89,b1111,229.637,0.26,b1111
114.821,0.89,b1111,229.643,0.26,b1111
114.824,0.89,b1111,229.648,0.26,b1111
114.826,0.89,b1111,229.652,0.26,b1111
114.829,0.96,b1111,229.658,0.17,b1111
114.831,1.03,b1111,229.663,0.26,b1111
114.834,1.03,b1111,229.667,0.35,b1111
114.836,0.89,b1111,229.673,0.35,b1111
114.839,1.03,b1111,229.678,0.35,b1111
114.841,1.03,b1111,229.682,0.35,b1111
114.844,1.17,b1111,229.688,0.43,b1111
114.846,1.1,b1111,229.693,0.52,b1111
114.849,1.17,b1111,229.697,0.35,b1111
114.851,1.1,b1111,229.702,0.35,b1111
114.854,1.1,b1111,229.708,0.35,b1111
114.856,1.1,b1111,229.712,0.35,b1111
114.859,1.17,b1111,229.717,0.35,b1111
114.861,1.17,b1111,229.723,0.35,b1111
114.864,1.17,b1111,229.727,0.35,b1111
114.866,1.17,b1111,229.732,0.35,b1111
114.869,1.17,b1111,229.738,0.35,b1111
114.871,1.17,b1111,229.742,0.35,b1111
114.874,1.17,b1111,229.747,0.35,b1111
114.876,1.17,b1111,229.753,0.35,b1111
114.879,1.17,b1111,229.758,0.35,b1111
114.881,1.17,b1111,229.762,0.26,b1111
114.884,1.24,b1111,229.768,0.35,b1111
114.886,1.17,b1111,229.773,0.17,b1111
114.889,1.24,b1111,229.777,0.35,b1111
114.891,1.31,b1111,229.783,0.35,b1111
114.894,1.31,b1111,229.788,0.17,b1111
114.896,1.24,b1111,229.792,0.35,b1111
114.899,1.17,b1111,229.798,0.17,b1111
114.901,1.31,b1111,229.803,0.26,b1111
114.904,1.24,b1111,229.807,0.17,b1111
114.906,1.24,b1111,229.813,0.26,b1111
114.909,1.17,b1111,229.818,0.26,b1111
114.911,1.24,b1111,229.822,0.35,b1111
114.914,1.24,b1111,229.827,0.35,b1111
114.916,1.24,b1111,229.833,0.26,b1111
114.919,1.31,b1111,229.837,0.35,b1111
114.921,1.17,b1111,229.842,0.35,b1111
114.924,1.17,b1111,229.848,0.35,b1111
114.926,1.17,b1111,229.852,0.35,b1111
114.929,1.1,b1111,229.857,0.35,b1111
114.931,1.17,b1111,229.863,0.35,b1111
114.934,1.24,b1111,229.867,0.35,b1111
114.936,1.17,b1111,229.872,0.35,b1111
114.939,1.17,b1111,229.878,0.35,b1111
114.941,1.17,b1111,229.883,0.35,b1111
114.944,1.17,b1111,229.887,0.43,b1111
114.946,1.17,b1111,229.893,0.43,b1111
114.949,1.17,b1111,229.898,0.43,b1111
114.951,1.17,b1111,229.902,0.52,b1111
114.954,1.1,b1111,229.908,0.52,b1111
114.956,1.17,b1111,229.913,0.43,b1111
114.959,1.03,b1111,229.917,0.52,b1111
114.961,1.1,b1111,229.923,0.43,b1111
114.964,1.03,b1111,229.928,0.43,b1111
114.966,1.1,b1111,229.932,0.52,b1111
114.969,1.17,b1111,229.938,0.43,b1111
114.971,1.1,b1111,229.943,0.43,b1111
114.974,1.1,b1111,229.947,0.43,b1111
114.976,1.03,b1111,229.952,0.43,b1111
114.979,0.96,b1111,229.958,0.35,b1111
114.981,0.89,b1111,229.962,0.35,b1111
114.984,0.89,b1111,229.967,0.43,b1111
114.986,0.89,b1111,229.973,0.43,b1111
114.989,0.89,b1111,229.977,0.43,b1111
114.991,0.89,b1111,229.982,0.52,b1111
114.994,0.89,b1111,229.988,0.52,b1111
114.996,0.89,b1111,229.992,0.43,b1111
114.999,0.89,b1111,229.997,0.35,b1111
115.001,0.89,b1111,230.003,0.35,b1111
115.004,0.89,b1111,230.008,0.35,b1111
115.006,0.89,b1111,230.012,0.43,b1111
115.009,0.82,b1111,230.018,0.35,b1111
115.011,0.68,b1111,230.023,0.35,b1111
115.014,0.82,b1111,230.027,0.35,b1111
115.016,0.82,b1111,230.033,0.35,b1111
115.019,0.82,b1111,230.038,0.43,b1111
115.021,0.82,b1111,230.042,0.43,b1111
115.024,0.75,b1111,230.048,0.43,b1111
115.026,0.89,b1111,230.053,0.43,b1111
115.029,0.82,b1111,230.057,0.43,b1111
115.031,0.82,b1111,230.063,0.52,b1111
115.034,0.61,b1111,230.068,0.52,b1111
115.036,0.61,b1111,230.072,0.52,b1111
115.039,0.61,b1111,230.077,0.52,b1111
115.041,0.61,b1111,230.083,0.43,b1111
115.044,0.61,b1111,230.087,0.52,b1111
115.046,0.61,b1111,230.092,0.52,b1111
115.049,0.61,b1111,230.098,0.43,b1111
115.051,0.54,b1111,230.102,0.52,b1111
115.054,0.47,b1111,230.107,0.52,b1111
115.056,0.54,b1111,230.113,0.52,b1111
115.059,0.26,b1111,230.117,0.52,b1111
115.061,0.33,b1111,230.122,0.52,b1111
115.064,0.33,b1111,230.128,0.43,b1111
115.066,0.4,b1111,230.133,0.52,b1111
115.069,0.33,b1111,230.137,0.52,b1111
115.071,0.33,b1111,230.143,0.52,b1111
115.074,0.33,b1111,230.148,0.43,b1111
115.076,0.33,b1111,230.152,0.52,b1111
115.079,0.4,b1111,230.158,0.52,b1111
115.081,0.33,b1111,230.163,0.52,b1111
115.084,0.33,b1111,230.167,0.52,b1111
115.086,0.26,b1111,230.173,0.52,b1111
115.089,0.26,b1111,230.178,0.52,b1111
115.091,0.19,b1111,230.182,0.43,b1111
115.094,0.19,b1111,230.188,0.52,b1111
115.096,0.19,b1111,230.193,0.43,b1111
115.099,0.12,b1111,230.197,0.43,b1111
115.101,0.19,b1111,230.202,0.43,b1111
115.104,0.19,b1111,230.208,0.43,b1111
115.106,0.12,b1111,230.212,0.35,b1111
115.109,0.19,b1111,230.217,0.43,b1111
115.111,0.05,b1111,230.223,0.35,b1111
115.114,0.05,b1111,230.227,0.35,b1111
115.116,0.05,b1111,230.232,0.35,b1111
115.119,0.05,b1111,230.238,0.35,b1111
115.121,-0.02,b1111,230.242,0.35,b1111
115.124,-0.09,b1111,230.247,0.35,b1111
115.126,-0.02,b1111,230.253,0.35,b1111
115.129,0.05,b1111,230.258,0.52,b1111
115.131,0.05,b1111,230.262,0.35,b1111
115.134,-0.02,b1111,230.268,0.43,b1111
115.136,-0.02,b1111,230.273,0.43,b1111
115.139,-0.02,b1111,230.277,0.52,b1111
115.141,0.05,b1111,230.283,0.43,b1111
115.144,-0.09,b1111,230.288,0.43,b1111
115.146,-0.16,b1111,230.292,0.43,b1111
115.149,-0.23,b1111,230.298,0.35,b1111
115.151,-0.23,b1111,230.303,0.43,b1111
115.154,-0.23,b1111,230.307,0.52,b1111
115.156,-0.23,b1111,230.313,0.43,b1111
115.159,-0.23,b1111,230.318,0.35,b1111
115.161,-0.23,b1111,230.322,0.43,b1111
115.164,-0.37,b1111,230.327,0.35,b1111
115.166,-0.51,b1111,230.333,0.43,b1111
115.169,-0.37,b1111,230.337,0.52,b1111
115.171,-0.51,b1111,230.342,0.43,b1111
115.174,-0.37,b1111,230.348,0.35,b1111
115.176,-0.79,b1111,230.352,0.35,b1111
115.179,-0.93,b1111,230.357,0.43,b1111
115.181,-0.93,b1111,230.363,0.35,b1111
115.184,-0.93,b1111,230.367,0.35,b1111
115.186,-0.65,b1111,230.372,0.35,b1111
115.189,-0.65,b1111,230.378,0.35,b1111
115.191,-0.86,b1111,230.383,0.35,b1111
115.194,-0.65,b1111,230.387,0.26,b1111
115.196,-0.93,b1111,230.393,0.35,b1111
115.199,-0.86,b1111,230.398,0.35,b1111
115.201,-0.37,b1111,230.402,0.26,b1111
115.204,-0.86,b1111,230.408,0.35,b1111
115.206,-1,b1111,230.413,0.35,b1111
115.209,-1,b1111,230.417,0.35,b1111
115.211,-1,b1111,230.423,0.35,b1111
115.214,-1.07,b1111,230.428,0.35,b1111
115.216,-0.72,b1111,230.432,0.35,b1111
115.219,-0.93,b1111,230.438,0.35,b1111
115.221,-0.79,b1111,230.443,0.35,b1111
115.224,-0.93,b1111,230.447,0.35,b1111
115.226,-0.93,b1111,230.452,0.35,b1111
115.229,-0.86,b1111,230.458,0.35,b1111
115.231,-0.65,b1111,230.462,0.35,b1111
115.234,-0.86,b1111,230.467,0.35,b1111
115.236,-0.79,b1111,230.473,0.43,b1111
115.239,-0.51,b1111,230.477,0.35,b1111
115.241,-0.79,b1111,230.482,0.35,b1111
115.244,-0.86,b1111,230.488,0.43,b1111
115.246,-0.37,b1111,230.492,0.35,b1111
115.249,-0.86,b1111,230.497,0.35,b1111
115.251,-0.79,b1111,230.503,0.35,b1111
115.254,-0.37,b1111,230.508,0.43,b1111
115.256,-0.51,b1111,230.512,0.35,b1111
115.259,-0.23,b1111,230.518,0.35,b1111
115.261,-0.37,b1111,230.523,0.43,b1111
115.264,-0.51,b1111,230.527,0.35,b1111
115.266,-0.51,b1111,230.533,0.35,b1111
115.269,-0.65,b1111,230.538,0.35,b1111
115.271,-0.86,b1111,230.542,0.35,b1111
115.274,-0.86,b1111,230.548,0.35,b1111
115.276,-0.65,b1111,230.553,0.35,b1111
115.279,-0.23,b1111,230.557,0.35,b1111
115.281,-0.16,b1111,230.563,0.35,b1111
115.284,-0.16,b1111,230.568,0.26,b1111
115.286,-0.16,b1111,230.572,0.35,b1111
115.289,-0.02,b1111,230.577,0.35,b1111
115.291,-0.02,b1111,230.583,0.35,b1111
115.294,-0.02,b1111,230.587,0.35,b1111
115.296,-0.02,b1111,230.592,0.35,b1111
115.299,0.05,b1111,230.598,0.35,b1111
115.301,-0.09,b1111,230.602,0.35,b1111
115.304,-0.02,b1111,230.607,0.35,b1111
115.306,0.05,b1111,230.613,0.35,b1111
115.309,0.05,b1111,230.617,0.35,b1111
115.311,0.05,b1111,230.622,0.35,b1111
115.314,0.12,b1111,230.628,0.35,b1111
115.316,0.19,b1111,230.633,0.35,b1111
115.319,0.19,b1111,230.637,0.35,b1111
115.321,0.12,b1111,230.643,0.35,b1111
115.324,0.19,b1111,230.648,0.35,b1111
115.326,0.19,b1111,230.652,0.35,b1111
115.329,0.26,b1111,230.658,0.35,b1111
115.331,0.19,b1111,230.663,0.35,b1111
115.334,0.19,b1111,230.667,0.43,b1111
115.336,0.19,b1111,230.673,0.35,b1111
115.339,0.33,b1111,230.678,0.43,b1111
115.341,0.33,b1111,230.682,0.43,b1111
115.344,0.33,b1111,230.688,0.35,b1111
115.346,0.33,b1111,230.693,0.35,b1111
115.349,0.33,b1111,230.697,0.35,b1111
115.351,0.47,b1111,230.702,0.35,b1111
115.354,0.54,b1111,230.708,0.35,b1111
115.356,0.33,b1111,230.712,0.35,b1111
115.359,0.4,b1111,230.717,0.35,b1111
115.361,0.33,b1111,230.723,0.35,b1111
115.364,0.54,b1111,230.727,0.35,b1111
115.366,0.54,b1111,230.732,0.43,b1111
115.369,0.61,b1111,230.738,0.43,b1111
115.371,0.47,b1111,230.742,0.35,b1111
115.374,0.61,b1111,230.747,0.35,b1111
